ICD10 Code,UCOD_Rec,UCOD_Ent,Contrib_Rec,Contrib_Ent,Match Type,Rule,Cause,RuleName,Occurrences
A86,2376,1510,693,1643,hash,A80-A89,Other natural,A80-A89 (Viral infections of the central nervous system),6222
A870,26,12,17,32,hash,A80-A89,Other natural,A80-A89 (Viral infections of the central nervous system),87
A871,0,0,1,1,hash,A80-A89,Other natural,A80-A89 (Viral infections of the central nervous system),2
A872,124,100,77,111,hash,A80-A89,Other natural,A80-A89 (Viral infections of the central nervous system),412
A878,5,1,6,11,hash,A80-A89,Other natural,A80-A89 (Viral infections of the central nervous system),23
A879,724,358,294,686,hash,A80-A89,Other natural,A80-A89 (Viral infections of the central nervous system),2062
A881,0,0,2,2,hash,A80-A89,Other natural,A80-A89 (Viral infections of the central nervous system),4
A888,3,1,4,6,hash,A80-A89,Other natural,A80-A89 (Viral infections of the central nervous system),14
A89,168,109,78,157,hash,A80-A89,Other natural,A80-A89 (Viral infections of the central nervous system),512
A90,23,10,14,28,hash,A90-A99,Other natural,A90-A99 (Arthropod-borne viral fevers and viral haemorrhagic fevers),75
A91,2,1,1,2,hash,A90-A99,Other natural,A90-A99 (Arthropod-borne viral fevers and viral haemorrhagic fevers),6
A920,1,1,3,3,hash,A90-A99,Other natural,A90-A99 (Arthropod-borne viral fevers and viral haemorrhagic fevers),8
A923,2324,1080,621,1928,hash,A90-A99,Other natural,A90-A99 (Arthropod-borne viral fevers and viral haemorrhagic fevers),5953
A924,1,0,0,1,hash,A90-A99,Other natural,A90-A99 (Arthropod-borne viral fevers and viral haemorrhagic fevers),2
A928,3,1,5,7,hash,A90-A99,Other natural,A90-A99 (Arthropod-borne viral fevers and viral haemorrhagic fevers),16
A932,0,0,1,1,hash,A90-A99,Other natural,A90-A99 (Arthropod-borne viral fevers and viral haemorrhagic fevers),2
A938,11,2,11,20,hash,A90-A99,Other natural,A90-A99 (Arthropod-borne viral fevers and viral haemorrhagic fevers),44
A94,11,7,3,7,hash,A90-A99,Other natural,A90-A99 (Arthropod-borne viral fevers and viral haemorrhagic fevers),28
A950,0,0,1,1,hash,A90-A99,Other natural,A90-A99 (Arthropod-borne viral fevers and viral haemorrhagic fevers),2
A959,2,1,4,5,hash,A90-A99,Other natural,A90-A99 (Arthropod-borne viral fevers and viral haemorrhagic fevers),12
A962,2,1,0,1,hash,A90-A99,Other natural,A90-A99 (Arthropod-borne viral fevers and viral haemorrhagic fevers),4
A980,0,0,5,5,hash,A90-A99,Other natural,A90-A99 (Arthropod-borne viral fevers and viral haemorrhagic fevers),10
A984,1,0,1,3,hash,A90-A99,Other natural,A90-A99 (Arthropod-borne viral fevers and viral haemorrhagic fevers),5
A985,47,23,19,46,hash,A90-A99,Other natural,A90-A99 (Arthropod-borne viral fevers and viral haemorrhagic fevers),135
A99,2,1,2,3,hash,A90-A99,Other natural,A90-A99 (Arthropod-borne viral fevers and viral haemorrhagic fevers),8
B000,4,1,7,10,hash,B00-B09,Other natural,B00-B09 (Viral infections characterized by skin and mucous membrane lesions),22
B001,11,1,29,39,hash,B00-B09,Other natural,B00-B09 (Viral infections characterized by skin and mucous membrane lesions),80
B002,16,1,62,77,hash,B00-B09,Other natural,B00-B09 (Viral infections characterized by skin and mucous membrane lesions),156
B003,104,45,66,123,hash,B00-B09,Other natural,B00-B09 (Viral infections characterized by skin and mucous membrane lesions),338
B004,3140,1883,1031,2194,hash,B00-B09,Other natural,B00-B09 (Viral infections characterized by skin and mucous membrane lesions),8248
B0041,0,0,1,0,hash,B00-B09,Other natural,B00-B09 (Viral infections characterized by skin and mucous membrane lesions),1
B005,5,0,37,42,hash,B00-B09,Other natural,B00-B09 (Viral infections characterized by skin and mucous membrane lesions),84
B007,284,119,170,277,hash,B00-B09,Other natural,B00-B09 (Viral infections characterized by skin and mucous membrane lesions),850
B008,264,134,469,602,hash,B00-B09,Other natural,B00-B09 (Viral infections characterized by skin and mucous membrane lesions),1469
B0081,0,0,1,0,hash,B00-B09,Other natural,B00-B09 (Viral infections characterized by skin and mucous membrane lesions),1
B009,896,381,1843,2728,hash,B00-B09,Other natural,B00-B09 (Viral infections characterized by skin and mucous membrane lesions),5848
B0091,0,0,1,0,hash,B00-B09,Other natural,B00-B09 (Viral infections characterized by skin and mucous membrane lesions),1
B010,27,11,11,16,hash,B00-B09,Other natural,B00-B09 (Viral infections characterized by skin and mucous membrane lesions),65
B011,120,36,73,81,hash,B00-B09,Other natural,B00-B09 (Viral infections characterized by skin and mucous membrane lesions),310
B012,76,24,59,49,hash,B00-B09,Other natural,B00-B09 (Viral infections characterized by skin and mucous membrane lesions),208
B018,2,1,2,3,hash,B00-B09,Other natural,B00-B09 (Viral infections characterized by skin and mucous membrane lesions),8
B019,112,120,167,363,hash,B00-B09,Other natural,B00-B09 (Viral infections characterized by skin and mucous membrane lesions),762
B020,545,312,245,363,hash,B00-B09,Other natural,B00-B09 (Viral infections characterized by skin and mucous membrane lesions),1465
B021,75,29,27,54,hash,B00-B09,Other natural,B00-B09 (Viral infections characterized by skin and mucous membrane lesions),185
B022,372,58,1988,2301,hash,B00-B09,Other natural,B00-B09 (Viral infections characterized by skin and mucous membrane lesions),4719
B023,129,25,275,384,hash,B00-B09,Other natural,B00-B09 (Viral infections characterized by skin and mucous membrane lesions),813
B027,487,248,500,757,hash,B00-B09,Other natural,B00-B09 (Viral infections characterized by skin and mucous membrane lesions),1992
B028,26,2,46,68,hash,B00-B09,Other natural,B00-B09 (Viral infections characterized by skin and mucous membrane lesions),142
B029,2067,576,6233,8213,hash,B00-B09,Other natural,B00-B09 (Viral infections characterized by skin and mucous membrane lesions),17089
B04,5,13,48,41,hash,B00-B09,Other natural,B00-B09 (Viral infections characterized by skin and mucous membrane lesions),107
B050,4,0,7,6,hash,B00-B09,Other natural,B00-B09 (Viral infections characterized by skin and mucous membrane lesions),17
B051,1,0,0,0,hash,B00-B09,Other natural,B00-B09 (Viral infections characterized by skin and mucous membrane lesions),1
B052,1,0,5,4,hash,B00-B09,Other natural,B00-B09 (Viral infections characterized by skin and mucous membrane lesions),10
B054,0,0,1,0,hash,B00-B09,Other natural,B00-B09 (Viral infections characterized by skin and mucous membrane lesions),1
B059,3,4,16,25,hash,B00-B09,Other natural,B00-B09 (Viral infections characterized by skin and mucous membrane lesions),48
B060,1,0,1,2,hash,B00-B09,Other natural,B00-B09 (Viral infections characterized by skin and mucous membrane lesions),4
B068,3,0,0,1,hash,B00-B09,Other natural,B00-B09 (Viral infections characterized by skin and mucous membrane lesions),4
B069,3,2,11,14,hash,B00-B09,Other natural,B00-B09 (Viral infections characterized by skin and mucous membrane lesions),30
B07,3,1,30,31,hash,B00-B09,Other natural,B00-B09 (Viral infections characterized by skin and mucous membrane lesions),65
B080,0,0,5,5,hash,B00-B09,Other natural,B00-B09 (Viral infections characterized by skin and mucous membrane lesions),10
B081,0,0,8,8,hash,B00-B09,Other natural,B00-B09 (Viral infections characterized by skin and mucous membrane lesions),16
B082,0,0,1,1,hash,B00-B09,Other natural,B00-B09 (Viral infections characterized by skin and mucous membrane lesions),2
B083,2,1,8,10,hash,B00-B09,Other natural,B00-B09 (Viral infections characterized by skin and mucous membrane lesions),21
B084,2,0,5,7,hash,B00-B09,Other natural,B00-B09 (Viral infections characterized by skin and mucous membrane lesions),14
B085,3,1,0,2,hash,B00-B09,Other natural,B00-B09 (Viral infections characterized by skin and mucous membrane lesions),6
B088,0,1,19,18,hash,B00-B09,Other natural,B00-B09 (Viral infections characterized by skin and mucous membrane lesions),38
B09,2,1,7,8,hash,B00-B09,Other natural,B00-B09 (Viral infections characterized by skin and mucous membrane lesions),18
B150,32,0,0,0,hash,B15-B19,Other natural,B15-B19 (Viral hepatitis),32
B159,872,82,1352,2246,hash,B15-B19,Other natural,B15-B19 (Viral hepatitis),4552
B160,1,0,0,0,hash,B15-B19,Other natural,B15-B19 (Viral hepatitis),1
B161,0,0,2,3,hash,B15-B19,Other natural,B15-B19 (Viral hepatitis),5
B162,402,0,27,11,hash,B15-B19,Other natural,B15-B19 (Viral hepatitis),440
B169,8845,595,20020,30572,hash,B15-B19,Other natural,B15-B19 (Viral hepatitis),60032
B171,9286,639,11150,21306,hash,B15-B19,Other natural,B15-B19 (Viral hepatitis),42381
B172,21,2,34,54,hash,B15-B19,Other natural,B15-B19 (Viral hepatitis),111
B178,28,3,98,130,hash,B15-B19,Other natural,B15-B19 (Viral hepatitis),259
B179,1422,497,1439,2405,hash,B15-B19,Other natural,B15-B19 (Viral hepatitis),5763
B1791,0,0,1,0,hash,B15-B19,Other natural,B15-B19 (Viral hepatitis),1
B180,2,1,6,8,hash,B15-B19,Other natural,B15-B19 (Viral hepatitis),17
B181,2506,128,4980,7735,hash,B15-B19,Other natural,B15-B19 (Viral hepatitis),15349
B182,104605,5891,199310,307709,hash,B15-B19,Other natural,B15-B19 (Viral hepatitis),617515
B1821,0,0,4,0,hash,B15-B19,Other natural,B15-B19 (Viral hepatitis),4
B188,27,0,37,67,hash,B15-B19,Other natural,B15-B19 (Viral hepatitis),131
B189,356,67,601,941,hash,B15-B19,Other natural,B15-B19 (Viral hepatitis),1965
B190,58,0,3,0,hash,B15-B19,Other natural,B15-B19 (Viral hepatitis),61
B199,1292,440,1357,2564,hash,B15-B19,Other natural,B15-B19 (Viral hepatitis),5653
B1991,0,0,1,0,hash,B15-B19,Other natural,B15-B19 (Viral hepatitis),1
B200,1258,1,333,5,hash,B20-B24,Other natural,B20-B24 (Human immunodeficiency virus [HIV] disease),1597
B201,13512,0,10528,3,hash,B20-B24,Other natural,B20-B24 (Human immunodeficiency virus [HIV] disease),24043
B2011,0,0,3,0,hash,B20-B24,Other natural,B20-B24 (Human immunodeficiency virus [HIV] disease),3
B202,333,0,149,3,hash,B20-B24,Other natural,B20-B24 (Human immunodeficiency virus [HIV] disease),485
B203,7736,5,2605,38,hash,B20-B24,Other natural,B20-B24 (Human immunodeficiency virus [HIV] disease),10384
B204,150,0,75,2,hash,B20-B24,Other natural,B20-B24 (Human immunodeficiency virus [HIV] disease),227
B205,2843,0,675,1,hash,B20-B24,Other natural,B20-B24 (Human immunodeficiency virus [HIV] disease),3519
B2051,0,0,1,0,hash,B20-B24,Other natural,B20-B24 (Human immunodeficiency virus [HIV] disease),1
B206,4268,9,566,17,hash,B20-B24,Other natural,B20-B24 (Human immunodeficiency virus [HIV] disease),4860
B207,17173,2,2913,0,hash,B20-B24,Other natural,B20-B24 (Human immunodeficiency virus [HIV] disease),20088
B2071,0,0,3,0,hash,B20-B24,Other natural,B20-B24 (Human immunodeficiency virus [HIV] disease),3
B208,12187,2,4101,9,hash,B20-B24,Other natural,B20-B24 (Human immunodeficiency virus [HIV] disease),16299
B2081,0,0,2,0,hash,B20-B24,Other natural,B20-B24 (Human immunodeficiency virus [HIV] disease),2
B209,298,1,178,4,hash,B20-B24,Other natural,B20-B24 (Human immunodeficiency virus [HIV] disease),481
B210,1184,3,270,2,hash,B20-B24,Other natural,B20-B24 (Human immunodeficiency virus [HIV] disease),1459
B211,531,3,71,1,hash,B20-B24,Other natural,B20-B24 (Human immunodeficiency virus [HIV] disease),606
B212,4637,0,682,2,hash,B20-B24,Other natural,B20-B24 (Human immunodeficiency virus [HIV] disease),5321
B213,922,0,215,0,hash,B20-B24,Other natural,B20-B24 (Human immunodeficiency virus [HIV] disease),1137
B217,579,0,129,0,hash,B20-B24,Other natural,B20-B24 (Human immunodeficiency virus [HIV] disease),708
B218,5231,0,9534,0,hash,B20-B24,Other natural,B20-B24 (Human immunodeficiency virus [HIV] disease),14765
B219,1001,0,322,0,hash,B20-B24,Other natural,B20-B24 (Human immunodeficiency virus [HIV] disease),1323
B220,2785,4,2467,29,hash,B20-B24,Other natural,B20-B24 (Human immunodeficiency virus [HIV] disease),5285
B221,0,0,1,5,hash,B20-B24,Other natural,B20-B24 (Human immunodeficiency virus [HIV] disease),6
B222,2368,12,1198,71,hash,B20-B24,Other natural,B20-B24 (Human immunodeficiency virus [HIV] disease),3649
B227,14757,0,4315,1,hash,B20-B24,Other natural,B20-B24 (Human immunodeficiency virus [HIV] disease),19073
B2271,0,0,3,0,hash,B20-B24,Other natural,B20-B24 (Human immunodeficiency virus [HIV] disease),3
B230,1,1,0,0,hash,B20-B24,Other natural,B20-B24 (Human immunodeficiency virus [HIV] disease),2
B231,12,1,10,1,hash,B20-B24,Other natural,B20-B24 (Human immunodeficiency virus [HIV] disease),24
B232,3076,0,1298,2,hash,B20-B24,Other natural,B20-B24 (Human immunodeficiency virus [HIV] disease),4376
B2321,0,0,1,0,hash,B20-B24,Other natural,B20-B24 (Human immunodeficiency virus [HIV] disease),1
B238,32845,2,19728,4,hash,B20-B24,Other natural,B20-B24 (Human immunodeficiency virus [HIV] disease),52579
B2381,0,0,10,0,hash,B20-B24,Other natural,B20-B24 (Human immunodeficiency virus [HIV] disease),10
B24,38061,47132,16529,174068,hash,B20-B24,Other natural,B20-B24 (Human immunodeficiency virus [HIV] disease),275790
B250,928,495,928,1512,hash,B25-B34,Other natural,B25-B34 (Other viral diseases),3863
B251,33,5,39,68,hash,B25-B34,Other natural,B25-B34 (Other viral diseases),145
B252,3,2,6,7,hash,B25-B34,Other natural,B25-B34 (Other viral diseases),18
B258,457,262,853,1406,hash,B25-B34,Other natural,B25-B34 (Other viral diseases),2978
B259,1006,478,2972,4226,hash,B25-B34,Other natural,B25-B34 (Other viral diseases),8682
B261,1,0,0,0,hash,B25-B34,Other natural,B25-B34 (Other viral diseases),1
B269,11,3,15,23,hash,B25-B34,Other natural,B25-B34 (Other viral diseases),52
B270,451,185,802,1120,hash,B25-B34,Other natural,B25-B34 (Other viral diseases),2558
B271,4,1,0,3,hash,B25-B34,Other natural,B25-B34 (Other viral diseases),8
B278,1,0,1,2,hash,B25-B34,Other natural,B25-B34 (Other viral diseases),4
B279,89,25,72,145,hash,B25-B34,Other natural,B25-B34 (Other viral diseases),331
B302,3,2,7,8,hash,B25-B34,Other natural,B25-B34 (Other viral diseases),20
B303,0,1,2,1,hash,B25-B34,Other natural,B25-B34 (Other viral diseases),4
B308,1,1,5,5,hash,B25-B34,Other natural,B25-B34 (Other viral diseases),12
B309,0,0,3,3,hash,B25-B34,Other natural,B25-B34 (Other viral diseases),6
B330,0,0,1,1,hash,B25-B34,Other natural,B25-B34 (Other viral diseases),2
B331,0,0,1,1,hash,B25-B34,Other natural,B25-B34 (Other viral diseases),2
B332,790,273,297,825,hash,B25-B34,Other natural,B25-B34 (Other viral diseases),2185
B333,125,48,247,339,hash,B25-B34,Other natural,B25-B34 (Other viral diseases),759
B334,80,62,2,22,hash,B25-B34,Other natural,B25-B34 (Other viral diseases),166
B338,67,23,107,154,hash,B25-B34,Other natural,B25-B34 (Other viral diseases),351
B340,737,269,942,1427,hash,B25-B34,Other natural,B25-B34 (Other viral diseases),3375
B341,369,94,1210,1499,hash,B25-B34,Other natural,B25-B34 (Other viral diseases),3172
B342,3660,1337,1845,4311,hash,B25-B34,Other natural,B25-B34 (Other viral diseases),11153
B3421,0,0,2,0,hash,B25-B34,Other natural,B25-B34 (Other viral diseases),2
B343,44,7,81,123,hash,B25-B34,Other natural,B25-B34 (Other viral diseases),255
B344,17,13,110,120,hash,B25-B34,Other natural,B25-B34 (Other viral diseases),260
B348,7919,1652,6938,13365,hash,B25-B34,Other natural,B25-B34 (Other viral diseases),29874
B3481,0,0,2,0,hash,B25-B34,Other natural,B25-B34 (Other viral diseases),2
B349,4932,2320,4889,15856,hash,B25-B34,Other natural,B25-B34 (Other viral diseases),27997
B3491,0,0,3,0,hash,B25-B34,Other natural,B25-B34 (Other viral diseases),3
B350,3,2,7,8,hash,B35-B49,Other natural,B35-B49 (Mycoses),20
B351,5,2,96,98,hash,B35-B49,Other natural,B35-B49 (Mycoses),201
B352,1,0,4,5,hash,B35-B49,Other natural,B35-B49 (Mycoses),10
B353,5,1,29,33,hash,B35-B49,Other natural,B35-B49 (Mycoses),68
B354,1,0,20,21,hash,B35-B49,Other natural,B35-B49 (Mycoses),42
B356,11,2,26,36,hash,B35-B49,Other natural,B35-B49 (Mycoses),75
B358,1,1,6,6,hash,B35-B49,Other natural,B35-B49 (Mycoses),14
B359,1,4,53,51,hash,B35-B49,Other natural,B35-B49 (Mycoses),109
B360,3,1,3,5,hash,B35-B49,Other natural,B35-B49 (Mycoses),12
B361,0,0,1,1,hash,B35-B49,Other natural,B35-B49 (Mycoses),2
B362,2,9,35,28,hash,B35-B49,Other natural,B35-B49 (Mycoses),74
B368,1,0,2,3,hash,B35-B49,Other natural,B35-B49 (Mycoses),6
B369,13,8,68,73,hash,B35-B49,Other natural,B35-B49 (Mycoses),162
B370,88,22,913,1043,hash,B35-B49,Other natural,B35-B49 (Mycoses),2066
B371,403,249,918,1055,hash,B35-B49,Other natural,B35-B49 (Mycoses),2625
B372,12,1,60,65,hash,B35-B49,Other natural,B35-B49 (Mycoses),138
B373,6,1,30,35,hash,B35-B49,Other natural,B35-B49 (Mycoses),72
B374,334,43,812,1103,hash,B35-B49,Other natural,B35-B49 (Mycoses),2292
B375,31,33,63,62,hash,B35-B49,Other natural,B35-B49 (Mycoses),189
B376,155,110,203,234,hash,B35-B49,Other natural,B35-B49 (Mycoses),702
B377,3629,3068,9565,9975,hash,B35-B49,Other natural,B35-B49 (Mycoses),26237
B3771,0,0,1,0,hash,B35-B49,Other natural,B35-B49 (Mycoses),1
B378,594,318,2618,3115,hash,B35-B49,Other natural,B35-B49 (Mycoses),6645
B379,426,404,3937,4407,hash,B35-B49,Other natural,B35-B49 (Mycoses),9174
B380,152,23,354,501,hash,B35-B49,Other natural,B35-B49 (Mycoses),1030
B381,19,0,39,54,hash,B35-B49,Other natural,B35-B49 (Mycoses),112
B382,663,181,803,1173,hash,B35-B49,Other natural,B35-B49 (Mycoses),2820
B383,4,1,3,3,hash,B35-B49,Other natural,B35-B49 (Mycoses),11
B384,213,128,192,299,hash,B35-B49,Other natural,B35-B49 (Mycoses),832
B387,443,244,329,640,hash,B35-B49,Other natural,B35-B49 (Mycoses),1656
B388,14,8,27,39,hash,B35-B49,Other natural,B35-B49 (Mycoses),88
B389,449,195,974,1537,hash,B35-B49,Other natural,B35-B49 (Mycoses),3155
B390,1,2,2,1,hash,B35-B49,Other natural,B35-B49 (Mycoses),6
B391,5,2,15,20,hash,B35-B49,Other natural,B35-B49 (Mycoses),42
B392,238,73,430,336,hash,B35-B49,Other natural,B35-B49 (Mycoses),1077
B393,7,11,16,16,hash,B35-B49,Other natural,B35-B49 (Mycoses),50
B394,3,0,6,12,hash,B35-B49,Other natural,B35-B49 (Mycoses),21
B399,603,730,1400,2229,hash,B35-B49,Other natural,B35-B49 (Mycoses),4962
B400,7,7,10,11,hash,B35-B49,Other natural,B35-B49 (Mycoses),35
B401,1,0,2,3,hash,B35-B49,Other natural,B35-B49 (Mycoses),6
B402,229,165,214,284,hash,B35-B49,Other natural,B35-B49 (Mycoses),892
B403,4,1,4,7,hash,B35-B49,Other natural,B35-B49 (Mycoses),16
B407,115,66,88,142,hash,B35-B49,Other natural,B35-B49 (Mycoses),411
B408,4,0,4,8,hash,B35-B49,Other natural,B35-B49 (Mycoses),16
B409,240,123,277,406,hash,B35-B49,Other natural,B35-B49 (Mycoses),1046
B410,0,0,4,4,hash,B35-B49,Other natural,B35-B49 (Mycoses),8
B419,2,0,17,19,hash,B35-B49,Other natural,B35-B49 (Mycoses),38
B420,3,2,6,7,hash,B35-B49,Other natural,B35-B49 (Mycoses),18
B421,1,0,0,1,hash,B35-B49,Other natural,B35-B49 (Mycoses),2
B427,4,1,6,9,hash,B35-B49,Other natural,B35-B49 (Mycoses),20
B428,1,0,0,1,hash,B35-B49,Other natural,B35-B49 (Mycoses),2
B429,5,4,11,13,hash,B35-B49,Other natural,B35-B49 (Mycoses),33
